Wall time,Step,Actor_loss,Critic loss,Entropy loss,Conflict,Crash,Reward,Standard deviation of action choice
1664889199.45232,1878,-0.368989139795303,1.20852982997894,-0.530137062072754,52,0,-34.8638381958008,0.724324524402618
1664889593.41286,1918,-0.452097088098526,0.660985946655273,-0.509028017520905,46,0,-23.4326591491699,0.705928206443787
1664889889.72909,1948,-0.529901087284088,0.607704520225525,-0.500983536243439,40,0,-17.3468971252441,0.68136602640152
1664890765.12944,2037,-0.371323525905609,1.0673828125,-0.438339978456497,44,0,-25.3742446899414,0.606038391590118
1664891355.95314,2097,-0.273905873298645,0.810608983039856,-0.404519587755203,64,0,-33.4195137023926,0.69050657749176
1664892370.19104,2200,-0.324329942464828,0.633233308792114,-0.340014487504959,74,0,-27.6535034179687,0.552895188331604
1664892988.06525,2263,3.26102256774902,80.2592849731445,-0.309130519628525,346,6,-390.397399902344,0.499339103698731
1664893432.70487,2308,-0.329513370990753,0.986855149269104,-0.303163409233093,158,0,-23.3174209594727,0.505662798881531
1664894235.19894,2390,-0.291875034570694,0.534838557243347,-0.25693953037262,52,0,-19.7107696533203,0.474146485328674
1664894698.72737,2437,-0.207200050354004,1.13924777507782,-0.249032244086266,60,0,-31.6402130126953,0.439765185117722
1664894863.66387,2454,-0.543537139892578,0.393781572580337,-0.242682754993439,20,0,2.65261244773865,0.435396581888199
1664894883.11257,2456,-0.418114453554153,0.649118483066559,-0.237890154123306,38,0,-9.55586338043213,0.448302984237671
1664894931.39844,2461,-0.572527229785919,0.365078747272491,-0.239769324660301,8,0,7.23687124252319,0.469397753477097
1664895175.001,2486,-0.427470028400421,0.413460373878479,-0.217423975467682,22,0,-1.2070928812027,0.395053833723068
1664895184.79564,2487,-0.388932108879089,0.359769850969315,-0.217600718140602,34,0,-4.77891063690186,0.420395880937576
1664895301.55027,2499,-0.36836451292038,0.328271418809891,-0.201102837920189,34,0,-4.33448266983032,0.47747540473938
1664895351.54423,2504,7.83634328842163,236.328765869141,-0.206971749663353,508,350,-847.022399902344,0.434573948383331
1664895636.30133,2533,-0.355966985225677,0.575747609138489,-0.198430851101875,36,0,-6.60730648040772,0.368587911128998
1664897133.31432,2686,-0.397791564464569,0.438544273376465,-0.176889508962631,34,0,-3.9898681640625,0.373561292886734
1664897669.19725,2741,9.84141731262207,304.708770751953,-0.167464673519135,768,232,-1066.40539550781,0.311543792486191
1664899881.90308,2968,-0.49312749505043,0.439388781785965,-0.132812514901161,32,0,-0.15088914334774,0.33693465590477
1664900572.40619,3039,-0.420547962188721,0.449030458927155,-0.12630720436573,40,0,-5.17828464508057,0.278096705675125
1664900602.57117,3042,2.81941413879395,64.0840759277344,-0.131428554654121,292,6,-347.586853027344,0.262670367956161
1664901773.84501,3162,-0.345099866390228,0.47319284081459,-0.11418803781271,54,0,-9.73670864105225,0.288156360387802
1664902445.32924,3231,-0.390093892812729,0.364134192466736,-0.108089610934258,40,0,-3.69245600700378,0.299402058124542
1664902600.94075,3247,-0.123004905879498,0.722901046276093,-0.10780218988657,88,0,-28.2235946655273,0.18548595905304
1664902610.54793,3248,-0.376572370529175,0.350654035806656,-0.109686285257339,50,0,-4.53839063644409,0.242906883358955
1664903172.35707,3306,-0.439271867275238,0.321737408638,-0.103569462895393,24,0,3.84460473060608,0.253323554992676
1664904884.73029,3481,3.4598274230957,75.8905563354492,-0.097982563078404,458,4,-391.780700683594,0.213890433311462
1664906228.23282,3619,-0.399336576461792,0.430917739868164,-0.098830744624138,38,0,-3.92946672439575,0.27342614531517
1664906247.38492,3621,-0.421232998371124,0.398624777793884,-0.097681403160095,40,0,-1.63473618030548,0.218193516135216
1664906732.67035,3671,-0.384756356477737,0.417203038930893,-0.092359110713005,32,0,-1.57338917255402,0.285304844379425
1664907422.84309,3742,1.54579222202301,23.7834644317627,-0.088648803532124,254,0,-200.703491210938,0.263745456933975
1664908132.11018,3815,-0.401012867689133,0.33136859536171,-0.084261432290077,32,0,0.838973701000214,0.260611474514008
1664908200.59518,3822,-0.424126029014587,0.332858026027679,-0.084758371114731,24,0,4.03924369812012,0.276823341846466
1664909237.11181,3929,2.57403349876404,54.114688873291,-0.071617245674133,282,4,-294.800415039062,0.207224622368813
1664909507.53836,3957,-0.412302106618881,0.359559148550034,-0.071110144257546,30,0,2.04206252098083,0.189283490180969
1664910286.1765,4037,-0.491439878940582,0.317361176013947,-0.075896076858044,18,0,8.83243656158447,0.204219713807106
1664910890.95332,4099,0.917154908180237,8.77293395996094,-0.074442468583584,258,0,-130.005065917969,0.164037451148033
1664911850.46463,4197,-0.414931267499924,0.321357041597366,-0.073471635580063,38,0,1.29885017871857,0.263914495706558
1664912201.59473,4233,-0.263262718915939,0.601700782775879,-0.071069814264774,54,0,-12.4792671203613,0.251691102981567
1664913034.8203,4318,-0.214422032237053,0.529962480068207,-0.063315905630589,66,0,-17.958948135376,0.224728792905807
1664913844.73899,4401,-0.342054456472397,0.453229486942291,-0.063959181308746,52,0,-7.58176612854004,0.130182385444641
1664914743.04812,4493,-0.288912326097488,0.447259604930878,-0.062895633280277,60,0,-12.0617094039917,0.18836122751236
1664914909.00008,4510,-0.025650223717094,1.42118656635284,-0.061065763235092,70,0,-32.852409362793,0.182533666491508
1664916418.45749,4665,1.54516673088074,22.5646800994873,-0.054873276501894,250,6,-174.874649047852,0.222524970769882
1664916457.54243,4669,-0.255259782075882,0.332914650440216,-0.056400772184134,34,0,-0.903823375701904,0.119809575378895
1664916536.39966,4677,-0.142791152000427,0.654547393321991,-0.056726787239313,56,0,-13.7903051376343,0.222042962908745
1664917633.58276,4789,-0.306172996759415,0.315796107053757,-0.054316934198141,36,0,-3.11998653411865,0.204186469316483
1664917769.77076,4803,-0.343246906995773,0.438564419746399,-0.054137840867043,32,0,-0.105133131146431,0.189234837889671
1664918662.95929,4895,-0.166256293654442,0.518609941005707,-0.051143765449524,84,0,-15.1287403106689,0.161832496523857
1664919414.76304,4972,-0.211365878582001,0.356011569499969,-0.048239823430777,50,0,-6.63028478622437,0.17869745194912
1664920731.64573,5107,1.81588125228882,32.8619346618652,-0.060106009244919,244,4,-206.872039794922,0.220643937587738
1664921004.63513,5135,0.741564095020294,7.02454090118408,-0.057293601334095,250,0,-111.011520385742,0.239443525671959
1664923062.76346,5346,-0.480295687913895,0.300548255443573,-0.058320116251707,12,0,9.19612216949463,0.20889937877655
1664923197.87338,5360,-0.242503374814987,0.704798519611358,-0.058283474296332,42,0,-11.6835670471191,0.256198883056641
1664923794.3836,5421,-0.453395575284958,0.258650243282318,-0.055457439273596,12,0,9.54251003265381,0.201996758580208
1664925059.18601,5550,-0.392000883817673,0.305317997932434,-0.047851484268904,18,0,5.19516468048096,0.101954162120819
1664926324.65743,5680,-0.357490986585617,0.312729626893997,-0.052398517727852,32,0,0.426646441221237,0.159280553460121
1664926751.53547,5724,-0.259405046701431,0.357020884752274,-0.050996668636799,48,0,-5.1368842124939,0.208964720368385
1664927578.12344,5809,-0.398233681917191,0.189988777041435,-0.055009692907333,12,0,11.7985067367554,0.203858837485313
1664928124.26739,5865,-0.2713942527771,0.260093212127686,-0.051936205476523,38,0,-2.00106000900269,0.17280775308609
1664928191.8926,5872,-0.199824184179306,0.54627788066864,-0.05428259819746,34,0,-7.05080366134644,0.174800917506218
1664928541.27249,5908,-0.366649955511093,0.203480809926987,-0.055581621825695,20,0,8.61989116668701,0.178814023733139
1664929350.60605,5991,0.476037740707398,4.04691648483276,-0.05231411755085,176,2,-82.4722137451172,0.221849113702774
1664931399.25516,6201,3.23089456558228,45.4398155212402,-0.061083596199751,478,0,-367.7607421875,0.237731873989105
1664931583.8277,6220,-0.267092525959015,0.310240298509598,-0.05947632342577,48,0,-6.25758266448975,0.206153348088264
1664932264.58331,6290,-0.367364972829819,0.182740226387978,-0.053923659026623,24,0,8.55118370056152,0.19913586974144
1664933112.27024,6377,-0.233580186963081,0.357392877340317,-0.060011100023985,52,0,-7.71613168716431,0.235011160373688
1664934515.85573,6521,-0.387004286050797,0.26301908493042,-0.057489644736052,26,0,5.34969854354858,0.171106696128845
1664935045.11908,6575,0.195186749100685,2.82796883583069,-0.061227045953274,174,4,-53.3464469909668,0.210908189415932
1664935326.54433,6604,-0.360302448272705,0.322906225919723,-0.058939892798662,32,0,1.7471889257431,0.132711932063103
1664936261.30637,6700,-0.228508427739143,0.315165907144546,-0.056540355086327,46,0,-4.43742179870606,0.174884289503098
1664936377.20177,6712,-0.241265296936035,0.241296663880348,-0.056397199630737,46,0,-1.65410315990448,0.236256793141365
1664937771.95101,6855,0.295294851064682,1.89175164699554,-0.053045883774757,250,0,-56.0705680847168,0.159041002392769
1664938859.25381,6967,-0.102303646504879,0.475414544343948,-0.050189521163702,46,0,-10.5166244506836,0.147259190678597
1664940302.66524,7115,-0.313002109527588,0.234120950102806,-0.05380242317915,36,0,1.94879412651062,0.18696191906929
1664940705.39374,7156,0.0560119189322,1.16796791553497,-0.053181700408459,446,0,-41.6627044677734,0.181471094489098
1664942225.10802,7312,-0.173370689153671,0.38578388094902,-0.04493360593915,52,0,-9.87413120269775,0.138394087553024
1664942917.79372,7383,-0.229754015803337,0.23214016854763,-0.044849283993244,46,0,-1.55402147769928,0.18219493329525
1664943675.15163,7461,-0.067511215806007,0.746025562286377,-0.042845215648413,46,0,-12.9789533615112,0.2346121519804
1664943704.70759,7464,-0.307502746582031,0.131469413638115,-0.04237811267376,16,0,10.272144317627,0.174998208880425
1664943851.49071,7479,-0.194067925214767,0.399732500314712,-0.041053477674723,26,0,-1.39672589302063,0.154589951038361
1664944176.03273,7512,-0.121473878622055,0.378351837396622,-0.045275423675776,64,0,-13.75998878479,0.178175702691078
1664946875.8965,7789,-0.176978662610054,0.278084874153137,-0.040679063647986,58,0,-9.2697811126709,0.094910427927971
1664946973.95269,7799,1.69108760356903,22.9533462524414,-0.041076987981796,284,4,-192.838943481445,0.183730617165566
1664947314.81352,7834,-0.09366350620985,0.500539302825928,-0.039525013417006,60,0,-16.2863845825195,0.153242826461792
1664948853.39993,7992,-0.269325941801071,0.24959871172905,-0.037340734153986,38,0,0.315557330846786,0.087112151086331
1664949582.11211,8067,-0.365356743335724,0.185081779956818,-0.036232676357031,16,0,10.100661277771,0.18057955801487
1664950697.14169,8181,-0.169346019625664,0.577871799468994,-0.047179833054543,58,0,-15.0659456253052,0.11635822057724
1664951096.07595,8222,-0.187319442629814,0.458593279123306,-0.046581141650677,40,0,-8.21175003051758,0.111810319125652
1664952475.55499,8364,3.22191548347473,65.1947402954102,-0.053778640925884,432,4,-363.264404296875,0.156288087368012
1664952524.08089,8369,-0.317349523305893,0.15749204158783,-0.052518337965012,28,0,7.96011734008789,0.167250618338585
1664952611.59234,8378,-0.201142221689224,0.285600066184998,-0.055620450526476,36,0,-1.38816916942596,0.143354848027229
1664953786.52116,8499,2.99070119857788,53.0146560668945,-0.049139816313982,382,0,-346.40478515625,0.13092315196991
1664953884.99886,8509,0.020931972190738,0.559888541698456,-0.048169005662203,58,0,-12.8441762924194,0.194154590368271
1664954794.88673,8602,-0.043229259550572,0.485255718231201,-0.045054640620947,50,0,-11.5201549530029,0.185745507478714
1664955125.468,8636,-0.153031975030899,0.210033789277077,-0.041909746825695,46,0,-2.18900537490845,0.146753653883934
1664957497.29498,8879,-0.207078650593758,0.374372512102127,-0.047238770872355,44,0,-5.81699514389038,0.161185443401337
1664957779.79852,8908,-0.282930612564087,0.38865053653717,-0.048853121697903,32,0,-1.92029643058777,0.183044135570526
1664957983.95523,8929,-0.374094545841217,0.282144874334335,-0.048469867557287,16,0,6.92356252670288,0.188647255301476
1664958053.58164,8936,2.20978140830994,37.4182357788086,-0.049377121031284,290,0,-264.538787841797,0.242137208580971
1664958628.69557,8994,-0.333670645952225,0.408739119768143,-0.054089736193419,30,0,-1.12638521194458,0.167043522000313
1664961231.20896,9261,-0.106185980141163,0.681863009929657,-0.042210660874844,58,0,-17.3937740325928,0.135616004467011
1664961782.55436,9317,-0.2493916451931,0.365888804197311,-0.04500924795866,50,0,-7.83161544799805,0.09211976826191
1664962938.42672,9436,-0.178445398807526,0.276457399129868,-0.045318644493818,40,0,-2.46550107002258,0.157458171248436
1664963258.8585,9469,-0.214602380990982,0.343769639730453,-0.042226027697325,28,0,1.01238691806793,0.142128378152847
1664964098.33561,9555,-0.386448591947556,0.195764675736427,-0.047365084290505,10,0,11.8201160430908,0.155254021286964
1664964224.65055,9568,-0.073981314897537,0.667890012264252,-0.046528492122889,64,0,-18.9308528900146,0.148640245199204
1664965111.27827,9658,-0.315843284130096,0.263334214687347,-0.044414483010769,34,0,2.55779266357422,0.119845181703567
1664965346.42975,9681,1.34362590312958,12.9300718307495,-0.046926137059927,380,0,-166.546585083008,0.193422868847847
1664965529.48174,9699,7.48726844787598,220.725494384766,-0.050507422536612,672,278,-796.803466796875,0.138693019747734
1664967012.17438,9844,-0.406296789646149,0.344211935997009,-0.053479108959437,28,0,1.84043610095978,0.186881363391876
1664967664.31576,9908,-0.291165292263031,0.437713891267777,-0.056433692574501,54,0,-9.02338218688965,0.214499488472939
1664969469.01684,10085,-0.352232128381729,0.323453366756439,-0.058546226471663,42,0,-1.0755695104599,0.148825332522392
1664971421.00806,10277,-0.235179141163826,0.142166540026665,-0.04873726144433,20,0,5.71586179733276,0.194356679916382
1664971492.10116,10284,0.563120782375336,3.18201088905334,-0.049042351543903,242,0,-75.4918899536133,0.155028447508812
1664972674.71683,10400,-0.164745688438416,0.250917881727219,-0.048768740147352,52,0,-6.49353694915772,0.171708568930626
1664973490.13453,10480,0.584520995616913,2.60336470603943,-0.051253601908684,438,0,-84.6753997802734,0.122150398790836
1664973928.95587,10523,-0.279713332653046,0.180874526500702,-0.050917588174343,26,0,3.58017420768738,0.180413901805878
1664974799.818,10608,-0.235911294817924,0.364746749401093,-0.056285340338945,56,0,-10.6250810623169,0.175062164664269
1664975114.77709,10639,-0.199584886431694,0.430498987436295,-0.05783261731267,60,0,-12.7596378326416,0.210616126656532
1664975278.30766,10655,-0.324112415313721,0.324675232172012,-0.062313880771399,34,0,-2.16424560546875,0.219396218657494
1664975861.36986,10712,-0.441538065671921,0.33092400431633,-0.058223620057106,20,0,5.89219570159912,0.117072023451328
1664976328.57285,10758,-0.354807168245316,0.263463020324707,-0.056455440819264,30,0,3.35160231590271,0.202513724565506
1664976339.0392,10759,2.34051275253296,30.9472732543945,-0.056781485676766,440,2,-269.157501220703,0.182314664125443
1664976564.32104,10781,-0.406664907932282,0.286053538322449,-0.05486936122179,28,0,5.012770652771,0.172430694103241
1664977183.93539,10842,-0.207377344369888,0.482439786195755,-0.053546655923128,46,0,-10.6378583908081,0.160519629716873
1664977274.83644,10851,-0.287381082773209,0.298460066318512,-0.053843460977078,42,0,-2.24984312057495,0.119681715965271
1664977806.15518,10903,-0.284010142087936,0.381562292575836,-0.053840950131416,44,0,-4.79616355895996,0.18586653470993
1664977836.67943,10906,-0.386672735214233,0.310230910778046,-0.051637522876263,30,0,2.71861672401428,0.241926714777946
1664978221.6363,10944,-0.431420892477035,0.231896743178368,-0.053516082465649,18,0,10.7228384017944,0.193434327840805
1664978457.09798,10967,-0.105809204280376,0.746330082416534,-0.052653580904007,52,0,-16.3836708068848,0.191142663359642
1664978537.72013,10975,-0.250666290521622,0.27885901927948,-0.051319636404514,36,0,-0.963982582092285,0.152855306863785
1664979008.00943,11021,-0.282701760530472,0.293010264635086,-0.047455679625273,46,0,-3.56083464622498,0.117066465318203
1664979844.69778,11103,-0.179094582796097,0.387726306915283,-0.050504416227341,52,0,-9.01368713378906,0.163323923945427
1664980040.14417,11122,-0.213188707828522,0.354140311479568,-0.05412482842803,42,0,-7.22440719604492,0.153203725814819
1664980829.95122,11199,-0.331844836473465,0.503238379955292,-0.062858544290066,22,0,0.404948741197586,0.147489115595818
1664983049.2846,11420,-0.30963921546936,0.316866904497147,-0.051064655184746,48,0,-4.73274803161621,0.185425788164139
1664983564.04372,11473,-0.191905349493027,0.387529462575912,-0.052854239940643,64,0,-11.4421052932739,0.06765890866518
1664983757.81183,11493,-0.298941522836685,0.311838299036026,-0.050290491431952,32,0,-0.533490896224976,0.199102759361267
1664984060.43542,11524,-0.347163558006287,0.202683717012405,-0.05135265737772,22,0,7.26909875869751,0.13988471031189
1664984148.01442,11533,-0.30843710899353,0.264794737100601,-0.051405187696219,20,0,3.7379686832428,0.225895777344704
1664984480.17269,11567,-0.405355930328369,0.219652965664864,-0.050574284046888,16,0,9.79936408996582,0.174123048782349
1664985281.09455,11649,-0.423295736312866,0.308381766080856,-0.055235233157873,22,0,6.55963754653931,0.132375121116638
1664985640.56404,11686,-0.347880572080612,0.439757525920868,-0.054333027452231,18,0,3.04153561592102,0.17976076900959
1664986360.90537,11760,-0.30307337641716,0.310822069644928,-0.049944508820772,44,0,-3.9670262336731,0.170874297618866
1664987475.19203,11874,1.83846986293793,27.6014156341553,-0.051312055438757,276,0,-220.011184692383,0.12231532484293
1664988409.37826,11970,-0.30787381529808,0.405265986919403,-0.0475312769413,24,0,1.17489337921143,0.194440424442291
1664988459.38243,11975,0.028431199491024,2.11988234519958,-0.047892984002829,162,4,-35.7576675415039,0.195905640721321
1664988810.5436,12011,-0.232171669602394,0.522739887237549,-0.047402627766132,60,0,-12.3534746170044,0.148733928799629
1664990058.17555,12139,-0.465039819478989,0.298517316579819,-0.043143689632416,20,0,8.80498695373535,0.155405953526497
1664990314.48175,12165,-0.482856392860413,0.289130032062531,-0.043687228113413,14,0,11.578067779541,0.200953483581543
1664990513.78273,12185,-0.312694877386093,0.413883596658707,-0.042907249182463,52,0,-5.5894980430603,0.111198455095291
1664991543.76072,12291,-0.339163988828659,0.307933211326599,-0.042608316987753,32,0,1.80967903137207,0.165228471159935
1664992660.47842,12406,-0.23001554608345,0.316362112760544,-0.044082768261433,40,0,-3.15530180931091,0.190089404582977
1664993178.66191,12459,-0.398686826229095,0.220335200428963,-0.047471225261688,24,0,8.86624050140381,0.180108591914177
1664995250.99079,12672,-0.291818588972092,0.270170211791992,-0.044257834553719,32,0,2.53966856002808,0.11138379573822
1664997252.99397,12878,-0.240460678935051,0.238626927137375,-0.038298133760691,48,0,-2.64745473861694,0.108034573495388
1664997855.81686,12940,-0.259605795145035,0.255657345056534,-0.039748679846525,46,0,-1.33210730552673,0.098767548799515
1664998614.9972,13018,-0.289005756378174,0.281452715396881,-0.04131069034338,34,0,0.641182661056519,0.204119578003883
1664998779.80319,13035,-0.389307081699371,0.219281420111656,-0.043138232082129,16,0,9.5252161026001,0.142155483365059
1664999043.61292,13062,-0.394647419452667,0.286717116832733,-0.044682838022709,24,0,5.83191537857056,0.130162790417671
1664999247.61883,13083,-0.090871311724186,0.624727845191956,-0.046037573367357,92,0,-24.8009643554687,0.168046683073044
1664999367.02897,13095,-0.39900216460228,0.25888141989708,-0.045611504465342,26,0,6.41864013671875,0.110849425196648
1664999513.16136,13110,-0.309105426073074,0.274595886468887,-0.043867770582438,44,0,-2.33378171920776,0.165554597973824
1665002368.25999,13403,0.070251889526844,1.83530294895172,-0.046304382383823,220,0,-46.8238296508789,0.12887716293335
1665002406.67444,13407,-0.28242701292038,0.50971931219101,-0.045807898044586,50,0,-8.85328006744385,0.154659524559975
1665003357.402,13505,-0.393672317266464,0.270827025175095,-0.046015448868275,22,0,6.33527660369873,0.207344070076942
1665003766.63351,13547,-0.365421622991562,0.301620632410049,-0.048069756478071,36,0,-0.160755753517151,0.094785183668137
1665004265.40828,13598,-0.373022437095642,0.52630352973938,-0.052118808031082,44,0,-2.94115519523621,0.154216483235359
1665004488.89467,13621,-0.22086289525032,0.503053426742554,-0.053081639111042,58,0,-14.2119226455688,0.247306957840919
1665005063.49139,13680,-0.302944868803024,0.367754727602005,-0.050219886004925,40,0,-3.53065395355225,0.101954162120819
1665006335.53866,13811,-0.221838161349297,0.361503601074219,-0.046184398233891,44,0,-4.39408445358276,0.171355530619621
1665007053.67367,13885,0.304950416088104,2.53241372108459,-0.048352606594563,268,0,-66.8909912109375,0.11786126345396
1665008968.6827,14081,1.25440311431885,13.6029357910156,-0.054116137325764,282,0,-163.190231323242,0.235294982790947
1665010343.11305,14222,-0.247937485575676,0.53261661529541,-0.049525942653418,58,0,-13.4264793395996,0.207319721579552
1665010984.41652,14288,-0.431926071643829,0.237218022346497,-0.048020459711552,12,0,11.7552890777588,0.178639248013496
1665011053.52655,14295,-0.22650745511055,0.463260531425476,-0.049078427255154,54,0,-11.461916923523,0.155889555811882
1665011311.14781,14321,-0.236701145768166,0.633262038230896,-0.0482710711658,56,0,-13.6874408721924,0.127561002969742
1665011488.68735,14339,-0.318328022956848,0.325862944126129,-0.048095408827067,34,0,-1.02161717414856,0.105138584971428
1665012061.8794,14398,-0.236823037266731,0.246256038546562,-0.045065447688103,44,0,-1.83954560756683,0.163506284356117
1665012547.85657,14448,0.255029678344727,2.06777620315552,-0.042267937213183,234,2,-54.2604026794434,0.162085711956024
1665014351.54602,14633,-0.296270430088043,0.348636209964752,-0.050873097032309,36,0,-2.42081236839294,0.155405953526497
1665014410.34553,14639,-0.116935797035694,0.726875066757202,-0.052187502384186,58,0,-18.2069072723389,0.200256437063217
1665014702.14038,14669,0.907586932182312,9.70475959777832,-0.051200423389673,238,0,-123.515274047852,0.174624979496002
1665014789.26806,14678,-0.270444810390472,0.285065889358521,-0.049928642809391,36,0,-1.23829579353333,0.147397354245186
1665014885.48113,14688,-0.113264441490173,0.43713116645813,-0.050291325896978,44,0,-11.1077108383179,0.223091900348663
1665015780.41656,14780,-0.172783493995667,0.354407042264938,-0.041352987289429,50,0,-8.86359024047852,0.166946277022362
1665015867.67842,14789,-0.20176550745964,0.346636474132538,-0.042336277663708,42,0,-5.27745866775513,0.156192004680634
1665016070.8566,14810,0.037613831460476,0.666332364082336,-0.041012637317181,76,0,-24.3276329040527,0.182266116142273
1665016694.42637,14874,-0.249696046113968,0.394149363040924,-0.041202016174793,34,0,-1.11015617847443,0.160147681832314
1665016880.13494,14893,-0.230147629976273,0.296686857938766,-0.039449818432331,42,0,-3.22425723075867,0.144416332244873
1665018808.59497,15091,-0.107206784188747,0.502664506435394,-0.039108190685511,68,0,-16.7726726531982,0.159133166074753
1665019685.5761,15181,1.79908192157745,31.4114818572998,-0.042596735060215,240,0,-222.499389648438,0.138640359044075
1665020522.19058,15267,-0.305043756961822,0.401683628559113,-0.039760269224644,40,0,-2.96879744529724,0.132327482104301
1665021087.78361,15325,-0.140024036169052,0.5915806889534,-0.040405966341496,62,0,-16.9156799316406,0.132561177015305
1665022535.62335,15474,-0.259339183568955,0.25882413983345,-0.038178838789463,26,0,2.26826906204224,0.157488003373146
1665022554.869,15476,-0.260807424783707,0.374498844146729,-0.03745824098587,28,0,1.0863184928894,0.151098057627678
1665022864.7524,15508,-0.249443024396896,0.332037776708603,-0.039365522563458,34,0,-0.335939943790436,0.14312157034874
1665023166.38725,15539,-0.163706555962563,0.443776428699493,-0.041914947330952,48,0,-10.5454969406128,0.152155041694641
1665025135.6225,15741,-0.244532257318497,0.510003864765167,-0.034963618963957,40,0,-6.73783397674561,0.124247118830681
1665025370.55355,15765,-0.301490515470505,0.324983268976212,-0.032354861497879,36,0,-1.29408180713654,0.176988065242767
